"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_sue_AV_1","vB_mf_sue_AV_1","vA_cntf_AV_1","vB_cntf_AV_1","avoid_AV_1","Q179_First.Click","Q179_Last.Click","Q179_Page.Submit","Q179_Click.Count","Q181_First.Click","Q181_Last.Click","Q181_Page.Submit","Q181_Click.Count","intv_check_AV","vA_sue_AV_intv_1","vB_mf_sue_AV_intv_1","vA_cntf_AV_intv_1","vB_cntf_AV_intv_1","avoid_AV_intv_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_sue_1","vB_driver_sue_1","vB_mf_sue_1","vA_cntf_1","vB_cntf_1","avoid_1","Q184_First.Click","Q184_Last.Click","Q184_Page.Submit","Q184_Click.Count","Q186_First.Click","Q186_Last.Click","Q186_Page.Submit","Q186_Click.Count","intv_check","vA_sue_intv_1","vB_sue_intv_1","vB_mf_sue_intv_1","vA_cntf_intv_1","vB_cntf_intv_1","avoid_intv_1","comp1","comp_accident","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","Q151_First.Click","Q151_Last.Click","Q151_Page.Submit","Q151_Click.Count","FL_4_DO","FL_92_DO","FL_98_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_AV_intv_DO","questions_2_AV_intv_DO","questions_1_DO","questions_2_DO","questions_1_intv_DO","questions_2_intv_DO"
"2024-06-17 09:56:20","2024-06-17 10:00:00","0","NA","100","220","1","2024-06-17 10:00:01","R_3J33qcELGMPnMsz","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","23.383","0","0","0","11.375","0","1,2","100","10","82","30","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","17","2","","35","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-17 09:57:14","2024-06-17 10:00:11","0","NA","100","176","1","2024-06-17 10:00:12","R_1hAnFQW1KCLyjSU","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","13.51","0","0","0","12.212","0","1,2","100","0","2","100","25","14","2","1","53","2","","44","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-17 09:58:57","2024-06-17 10:01:11","0","NA","100","133","1","2024-06-17 10:01:11","R_58FGpShE00j28hP","","","","","NA","NA","anonymous","EN","1","2","2","3.241","11.449","12.211","2","1.266","7.237","11.321","3","100","15","100","70","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","20","2","","24","7","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV","","","","","",""
"2024-06-17 09:56:30","2024-06-17 10:01:56","0","NA","100","325","1","2024-06-17 10:01:56","R_7QbjaS94ws9LhuQ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","39.967","0","0","0","13.544","0","1,2","81","22","27","77","28","35","2","1","21","2","","32","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vB_mf_sue_intv|vA_sue_intv","Q167|avoid_intv|vB_cntf_intv|vA_cntf_intv"
"2024-06-17 10:00:05","2024-06-17 10:03:36","0","NA","100","210","1","2024-06-17 10:03:37","R_61Qn63IcTENBiu8","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","21.387","0","0","0","12.257","0","100","0","0","97","20","50","","","","","","","","","","","","","","","","2","1","15","1","","36","5","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vA_sue|vB_mf_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-17 10:02:18","2024-06-17 10:05:20","0","NA","100","181","1","2024-06-17 10:05:21","R_1JO4MGG863Ecoc9","","","","","NA","NA","anonymous","EN","1","2","2","5.15","15.11","16.3","2","7.683","12.163","13.608","2","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","25","1","","35","4","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV","","","","","",""
"2024-06-17 10:03:28","2024-06-17 10:06:52","0","NA","100","203","1","2024-06-17 10:06:53","R_5KSHwhcaRwa5DwE","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.008","17.194","22.923","2","9.935","9.935","11.666","1","1,2","100","0","1","100","1","0","2","1","50","1","","40","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vB_mf_sue_intv|vA_sue_intv","Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv"
"2024-06-17 10:03:32","2024-06-17 10:06:59","0","NA","100","206","1","2024-06-17 10:06:59","R_3mK2VZCX9EEt0OP","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.428","24.189","27.146","4","1.727","11.623","15.22","2","100","0","60","100","0","0","","","","","","","","","","","","","","","","2","1","25","1","","45","5","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vA_sue|vB_driver_sue","Q71|vA_cntf|avoid|vB_cntf","",""
"2024-06-17 10:00:35","2024-06-17 10:09:29","0","NA","100","533","1","2024-06-17 10:09:29","R_7ph2PsHQYbhEL1D","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","1.192","9.277","11.178","2","4.506","9.93","10.931","3","1,2","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","100","1","","28","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-17 10:09:25","2024-06-17 10:12:07","0","NA","100","161","1","2024-06-17 10:12:08","R_5fdMgqrWhUfSl8J","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","6.289","6.289","15.543","1","3.389","7.731","10.823","2","1,2","100","100","100","70","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","81","1","","47","7","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-17 10:04:32","2024-06-17 10:12:20","0","NA","100","468","1","2024-06-17 10:12:21","R_1rNTmoqKzAgOI2S","","","","","NA","NA","anonymous","EN","1","2","2","0","0","39.349","0","0","0","12.263","0","100","0","100","0","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","20","1","","25","4","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-17 10:10:28","2024-06-17 10:13:50","0","NA","100","202","1","2024-06-17 10:13:51","R_1jvWJlVhztTbRmG","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","19.299","0","20.095","20.095","20.787","1","100","0","40","100","10","10","","","","","","","","","","","","","","","","2","1","30","2","","30","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vA_sue|vB_mf_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-17 10:11:44","2024-06-17 10:14:19","0","NA","100","155","1","2024-06-17 10:14:20","R_5jfHzWVAqPZ9nNo","","","","","NA","NA","anonymous","EN","1","2","2","0","0","29.007","0","0","0","11.82","0","100","9","100","100","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","47","4","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-17 10:09:49","2024-06-17 10:14:34","0","NA","100","284","1","2024-06-17 10:14:34","R_39vjtVuoU2rClB7","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","95.843","0","0","0","11.834","0","1,2","100","0","100","19","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","70","1","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-17 10:06:48","2024-06-17 10:15:49","0","NA","100","540","1","2024-06-17 10:15:49","R_5OCefEaIwBzB4Zm","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","22.372","0","0","0","11.029","0","1,2","100","0","20","100","10","10","2","1","60","2","","30","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|avoid_intv|vB_cntf_intv|vA_cntf_intv"
"2024-06-17 10:09:56","2024-06-17 10:17:19","0","NA","100","443","1","2024-06-17 10:17:20","R_5oy0JtRPYo7FyXn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","45.333","0","0","0","13.992","0","1,2","100","0","0","100","0","5","2","1","0","1","","39","1","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-17 10:17:19","2024-06-17 10:19:55","0","NA","100","156","1","2024-06-17 10:19:56","R_5hoIQvNM0mEyerv","","","","","NA","NA","anonymous","EN","1","2","2","0","0","24.006","0","0","0","12.12","0","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","40","2","","23","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-17 10:18:38","2024-06-17 10:20:48","0","NA","100","129","1","2024-06-17 10:20:48","R_6ffGRLSr6aDTMKG","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","1.182","14.17","14.669","7","0.978","11.209","11.893","5","1,2","100","0","100","100","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","50","1","","28","3","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-17 10:13:13","2024-06-17 10:22:33","0","NA","100","559","1","2024-06-17 10:22:33","R_6tUfaYuNYGAkVMJ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","126.431","0","0","0","21.01","0","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","18","1","","31","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vA_sue|vB_driver_sue","Q71|vB_cntf|vA_cntf|avoid","",""
"2024-06-17 10:25:53","2024-06-17 10:30:25","0","NA","100","272","1","2024-06-17 10:30:26","R_7QnXx4zjFPxXWC4","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","23.23","0","0","0","11.636","0","1,2","100","0","100","8","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","13","2","","36","3","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vA_cntf_AV_intv|avoid_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-17 10:30:22","2024-06-17 10:31:01","0","NA","100","39","1","2024-06-17 10:31:01","R_5bVmj9QSgF110ww","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2024-06-17 10:28:23","2024-06-17 10:31:43","0","NA","100","199","1","2024-06-17 10:31:43","R_5uQZWK9WSFIWihX","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.237","0","0","0","15.914","0","0","0","100","30","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","38","1","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
"2024-06-17 10:23:43","2024-06-17 10:31:51","0","NA","100","488","1","2024-06-17 10:31:52","R_3kIHWrOS07TndXn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","298.109","0","0","0","10.839","0","100","0","8","99","18","9","","","","","","","","","","","","","","","","2","1","40","1","","36","4","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_driver_sue|vB_mf_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-17 10:25:45","2024-06-17 10:34:21","0","NA","100","515","1","2024-06-17 10:34:21","R_5hz2SrlZjniW9Tu","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","37.851","0","0","0","28.877","0","1,2","100","0","0","100","58","62","2","1","67","2","","52","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv","Q167|vA_cntf_intv|avoid_intv|vB_cntf_intv"
"2024-06-17 10:34:53","2024-06-17 10:37:51","0","NA","100","177","1","2024-06-17 10:37:51","R_10PKKUCMytnJUVh","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23.199","0","0","0","15.678","0","73","0","8","100","7","3","","","","","","","","","","","","","","","","2","1","65","2","","55","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|vA_cntf|avoid|vB_cntf","",""
"2024-06-17 10:39:16","2024-06-17 10:42:44","0","NA","100","208","1","2024-06-17 10:42:45","R_3QFOcXVfoAdsVyY","","","","","NA","NA","anonymous","EN","1","2","2","0","0","16.452","0","0","0","16.57","0","100","40","100","40","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","50","2","","46","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
"2024-06-17 10:39:52","2024-06-17 10:43:57","0","NA","100","244","1","2024-06-17 10:43:57","R_3EYgYpTC8AkKDoc","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","28.652","0","0","0","15.654","0","1,2","100","0","29","100","85","41","2","1","32","2","","44","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-17 10:39:08","2024-06-17 10:44:41","0","NA","100","333","1","2024-06-17 10:44:42","R_62ooryFOVu1hYrf","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","30.937","0","0","0","15.452","0","1,2","100","0","50","0","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","100","1","","33","2","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-17 10:42:40","2024-06-17 10:46:16","0","NA","100","215","1","2024-06-17 10:46:16","R_7PnU6IuZZi5BMCb","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","11.849","0","0","0","13.503","0","100","5","11","95","33","10","","","","","","","","","","","","","","","","2","1","60","1","","62","5","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vA_sue|vB_driver_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-17 10:45:05","2024-06-17 10:51:17","0","NA","100","372","1","2024-06-17 10:51:17","R_7NQB7f3yA9eKwsf","","","","","NA","NA","anonymous","EN","1","2","2","19.598","39.77","41.647","2","17.417","17.417","19.269","1","100","0","100","20","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","25","2","","57","5","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
"2024-06-17 10:49:16","2024-06-17 10:51:26","0","NA","100","129","1","2024-06-17 10:51:26","R_3oGtIh5qq2Wv4UD","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","13.634","0","0","0","11.801","0","1,2","100","0","10","85","69","38","2","1","71","1","","22","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv"
"2024-06-17 10:50:12","2024-06-17 10:54:16","0","NA","100","244","1","2024-06-17 10:54:16","R_6ckkR5tNd3GSfGF","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","19.526","0","0","0","13.978","0","1,2","100","0","100","90","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","33","4","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-17 10:59:35","2024-06-17 11:02:04","0","NA","100","149","1","2024-06-17 11:02:05","R_52AndSgngmHPQQc","","","","","NA","NA","anonymous","EN","1","2","2","0","0","22.074","0","0","0","15.387","0","84","15","97","11","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","41","1","","30","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vA_cntf_AV|vB_cntf_AV|avoid_AV","","","","","",""
"2024-06-17 11:00:46","2024-06-17 11:05:25","0","NA","100","278","1","2024-06-17 11:05:26","R_1r2lUluFMpdfxuh","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","37.6","0","0","0","12.159","0","100","0","25","100","35","35","","","","","","","","","","","","","","","","2","1","57","1","","71","3","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-17 11:08:17","2024-06-17 11:11:27","0","NA","100","190","1","2024-06-17 11:11:28","R_7jDJIhv88aVfDIn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","18.97","0","0","0","12.718","0","1,2","100","0","0","99","0","0","2","1","31","1","","45","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_sue_intv|vB_mf_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-17 11:09:04","2024-06-17 11:12:39","0","NA","100","215","1","2024-06-17 11:12:40","R_6Jru10ZMDqeUeHr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","24.217","0","0","0","11.694","0","1,2","90","10","70","60","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","40","1","","43","5","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|avoid_AV_intv|vA_cntf_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-17 11:13:38","2024-06-17 11:15:41","0","NA","100","123","1","2024-06-17 11:15:42","R_1O8EjlTteBWwa6A","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","17.119","0","0","0","11.609","0","100","0","20","100","60","30","","","","","","","","","","","","","","","","2","1","40","1","","43","3","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vA_sue|vB_driver_sue","Q71|vA_cntf|vB_cntf|avoid","",""
