"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_liable_AV_1","vB_mnfctr_liable_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_liable_1","vB_driver_liable_1","vB_mnfctr_liable_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","pol_affiliation_1","driving_ability_1","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO","moderators_DO"
"2023-04-06 16:09:24","2023-04-06 16:12:24","0","NA","100","180","1","2023-04-06 16:12:25","R_2DTT2datVEszFDc","","","","","NA","NA","anonymous","EN","1","2","2","0","0","26.142","0","4.525","10.926","11.587","3","78","50","79","29","27","","","","","","","","","","","","","","","1","1","30","62","34","2","","27","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:06:13","2023-04-06 16:12:27","0","NA","100","374","1","2023-04-06 16:12:27","R_2t0hYXlBiWIjMvu","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","3.842","21.153","25.055","3","12.781","12.781","14.412","1","100","0","29","100","20","11","2","1","70","77","30","1","","22","3","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:09:59","2023-04-06 16:12:40","0","NA","100","161","1","2023-04-06 16:12:40","R_3PT5RsDPjnQk5J3","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","22.097","0","0","0","16.188","0","100","0","0","100","0","50","2","1","86","92","80","1","","28","1","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:09:37","2023-04-06 16:12:40","0","NA","100","183","1","2023-04-06 16:12:41","R_6Kz7Bf79c2pJk3f","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","19.588","19.588","21.175","1","0","0","17.881","0","100","0","0","100","0","0","2","1","86","97","9","2","","24","1","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:09:05","2023-04-06 16:12:41","0","NA","100","216","1","2023-04-06 16:12:43","R_00ABRTnFmKFUdKp","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","17.426","0","0","0","13.906","0","100","0","0","91","8","7","2","1","50","40","20","1","","25","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:10:22","2023-04-06 16:12:47","0","NA","100","144","1","2023-04-06 16:12:47","R_wLQ7zc4bXaJDBT3","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","14.349","0","0","0","11.885","0","0","0","8","100","4","1","2","1","79","65","3","1","","38","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:10:00","2023-04-06 16:12:47","0","NA","100","167","1","2023-04-06 16:12:48","R_2zeTDLzCKdurof3","","","","","NA","NA","anonymous","EN","1","2","2","0","0","13.203","0","0","0","13.644","0","100","100","100","70","60","","","","","","","","","","","","","","","1","1","5","100","40","2","","60","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:09:21","2023-04-06 16:12:56","0","NA","100","215","1","2023-04-06 16:12:57","R_2frnblvVRqXiFWW","","","","","NA","NA","anonymous","EN","1","2","2","0","0","99.246","0","0","0","14.28","0","84","33","88","57","62","","","","","","","","","","","","","","","1","1","13","61","69","1","","34","5","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:07:29","2023-04-06 16:13:03","0","NA","100","334","1","2023-04-06 16:13:03","R_2wpIKnLprqQT6tS","","","","","NA","NA","anonymous","EN","1","2","2","0.558","0.558","26.192","1","0","0","34.201","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","24","9","23","1","","36","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:10:00","2023-04-06 16:13:07","0","NA","100","186","1","2023-04-06 16:13:08","R_T0Byuyp4yQ8m5Ud","","","","","NA","NA","anonymous","EN","1","2","2","0","0","26.89","0","0","0","12.932","0","92","9","100","60","74","","","","","","","","","","","","","","","1","1","34","76","30","1","","50","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:09:42","2023-04-06 16:13:08","0","NA","100","206","1","2023-04-06 16:13:09","R_VQfdwf5iZ0rxde1","","","","","NA","NA","anonymous","EN","1","2","2","0","0","39.611","0","0","0","12.552","0","100","0","100","75","75","","","","","","","","","","","","","","","1","1","55","95","30","1","","38","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:09:39","2023-04-06 16:13:11","0","NA","100","211","1","2023-04-06 16:13:11","R_3HGMnoSTmRcf6NC","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.741","0","0","0","14.323","0","100","0","0","100","0","0","2","1","50","61","0","2","","31","5","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:09:17","2023-04-06 16:13:26","0","NA","100","248","1","2023-04-06 16:13:27","R_1pWIifLjUTFgOUv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","7.347","26.2","27.549","5","11.972","11.972","13.791","1","100","0","23","100","12","30","2","1","42","49","30","1","","35","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:10:03","2023-04-06 16:13:28","0","NA","100","205","1","2023-04-06 16:13:29","R_11YfCDqIV9YWBt1","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","32.482","0","11.059","11.059","11.534","1","100","0","0","50","8","0","2","1","50","50","8","2","","40","7","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:10:54","2023-04-06 16:13:29","0","NA","100","154","1","2023-04-06 16:13:29","R_cOS9GTsN0hcASDT","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","16.411","0","0","0","11.2","0","81","20","0","80","60","60","2","1","50","100","20","1","","21","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:11:35","2023-04-06 16:13:30","0","NA","100","115","1","2023-04-06 16:13:31","R_2ZBOqfrut0sJWbC","","","","","NA","NA","anonymous","EN","1","2","2","0","0","16.829","0","0","0","36.654","0","80","80","100","100","100","","","","","","","","","","","","","","","1","1","50","70","70","1","","29","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:11:21","2023-04-06 16:13:31","0","NA","100","129","1","2023-04-06 16:13:31","R_2wS0CQVz7TYcZrz","","","","","NA","NA","anonymous","EN","1","2","2","0","0","12.329","0","0","0","16.265","0","80","29","84","77","39","","","","","","","","","","","","","","","1","1","35","70","62","1","","32","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:09:56","2023-04-06 16:13:34","0","NA","100","217","1","2023-04-06 16:13:34","R_2UXSslDe5LLqXqR","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","33.338","0","0","0","15.693","0","100","0","0","100","100","20","2","1","20","100","40","1","","38","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:10:17","2023-04-06 16:13:34","0","NA","100","196","1","2023-04-06 16:13:34","R_Ua87fzRS7QS5IT7","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","6.528","6.549","24.259","2","1.92","1.92","13.96","1","100","0","0","100","0","0","1","1","40","100","80","1","","18","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:08:59","2023-04-06 16:13:35","0","NA","100","276","1","2023-04-06 16:13:35","R_2TXZSjc7BxwTgke","","","","","NA","NA","anonymous","EN","1","2","2","9.866","9.866","29.678","1","0","0","14.356","0","89","71","82","39","28","","","","","","","","","","","","","","","1","1","98","90","35","2","","57","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:08:58","2023-04-06 16:13:37","0","NA","100","278","1","2023-04-06 16:13:37","R_1pQJDsUjtCcFJii","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","27.72","0","0","0","25.118","0","100","0","0","100","0","10","2","1","50","0","0","2","","37","1","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:09:22","2023-04-06 16:13:39","0","NA","100","257","1","2023-04-06 16:13:39","R_10Vq7ofNhekSoWa","","","","","NA","NA","anonymous","EN","1","2","2","0","0","28.081","0","0","0","13.679","0","100","0","100","0","5","","","","","","","","","","","","","","","1","1","75","55","50","1","","44","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:10:36","2023-04-06 16:13:45","0","NA","100","188","1","2023-04-06 16:13:46","R_1DBZombn8sS3CpE","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","17.846","0","0","0","11.103","0","100","0","0","100","2","1","2","1","90","50","50","1","","56","4","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:11:00","2023-04-06 16:13:47","0","NA","100","167","1","2023-04-06 16:13:48","R_1FnRHfzV9DZ8CCc","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","25.853","0","0","0","11.27","0","100","2","0","100","75","22","2","1","50","51","43","1","","50","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:08:30","2023-04-06 16:13:48","0","NA","100","317","1","2023-04-06 16:13:48","R_3HoeOhS4oqwyPNM","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","37.072","0","0","0","14.243","0","75","88","70","100","100","100","2","1","43","81","2","2","","20","3","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:10:49","2023-04-06 16:13:49","0","NA","100","180","1","2023-04-06 16:13:50","R_1isB6oKeTwEVuBU","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.953","0","0","0","11.519","0","73","31","99","31","30","","","","","","","","","","","","","","","1","1","50","50","41","1","","72","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:08:42","2023-04-06 16:13:51","0","NA","100","309","1","2023-04-06 16:13:52","R_3KqnN7ZGGvgnuh4","","","","","NA","NA","anonymous","EN","1","2","2","33.242","44.601","54.677","3","0","0","12.69","0","41","65","65","75","82","","","","","","","","","","","","","","","1","1","39","30","20","1","","25","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:09:25","2023-04-06 16:13:54","0","NA","100","268","1","2023-04-06 16:13:55","R_1T6mVhGhXM0nDTb","","","","","NA","NA","anonymous","EN","1","2","2","0","0","14.954","0","0","0","14.502","0","90","15","99","55","40","","","","","","","","","","","","","","","1","1","20","40","25","4","Non Binary","31","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:11:39","2023-04-06 16:13:54","0","NA","100","134","1","2023-04-06 16:13:55","R_RzgZZALFarrEUiR","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","8.766","8.766","18.877","1","0","0","11.196","0","100","0","0","100","0","0","1","1","91","70","68","1","","31","1","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:09:41","2023-04-06 16:13:56","0","NA","100","255","1","2023-04-06 16:13:57","R_Aoo8BjT0zgJAgo1","","","","","NA","NA","anonymous","EN","1","2","2","0","0","17.255","0","0","0","11.817","0","100","0","100","0","20","","","","","","","","","","","","","","","1","1","15","10","0","1","","35","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:11:34","2023-04-06 16:13:59","0","NA","100","145","1","2023-04-06 16:14:00","R_1d4Bk2Rb7zez3qD","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","21.814","0","0","0","12.684","0","100","0","0","100","0","0","2","1","61","100","95","1","","67","5","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 15:39:35","2023-04-06 16:14:02","0","NA","100","2066","1","2023-04-06 16:14:03","R_1FQXzrU3JCg6jvl","","","","","NA","NA","anonymous","EN","1","2","2","0","0","1858.347","0","0","0","94.482","0","14","15","97","26","17","","","","","","","","","","","","","","","2","1","8","23","29","2","","32","7","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:10:44","2023-04-06 16:14:06","0","NA","100","201","1","2023-04-06 16:14:06","R_2Sxc8cK93mRapSe","","","","","NA","NA","anonymous","EN","1","2","2","0","0","39.207","0","0","0","16.801","0","100","20","100","20","40","","","","","","","","","","","","","","","1","1","16","100","0","2","","53","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:10:25","2023-04-06 16:14:12","0","NA","100","227","1","2023-04-06 16:14:13","R_1P6805dzUDgOuih","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.935","0","0","0","11.937","0","100","0","100","4","3","","","","","","","","","","","","","","","1","1","15","67","60","1","","48","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:10:09","2023-04-06 16:14:17","0","NA","100","248","1","2023-04-06 16:14:18","R_3e84tm4jHO8vhT0","","","","","NA","NA","anonymous","EN","1","2","2","1.619","17.924","21.247","3","0","0","12.228","0","100","0","100","15","40","","","","","","","","","","","","","","","1","1","15","75","60","1","","39","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:12:22","2023-04-06 16:14:21","0","NA","100","119","1","2023-04-06 16:14:21","R_2fKhzjbRVcqaO1l","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","12.545","0","0","0","11.668","0","100","0","0","100","10","5","2","1","57","30","20","1","","31","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:11:29","2023-04-06 16:14:25","0","NA","100","175","1","2023-04-06 16:14:25","R_R2d9CQ3bcRwMEz7","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.716","0","0","0","11.793","0","100","10","100","30","15","","","","","","","","","","","","","","","1","1","65","50","60","1","","41","7","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:10:14","2023-04-06 16:14:25","0","NA","100","250","1","2023-04-06 16:14:26","R_12utlf32ZrUVMLH","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","24.699","0","0","0","20.167","0","95","0","20","100","10","10","2","1","40","60","30","1","","30","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:10:37","2023-04-06 16:14:26","0","NA","100","228","1","2023-04-06 16:14:27","R_1oC53BddP9NxMSX","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.456","0","0","0","19.88","0","95","5","0","100","25","35","2","1","16","50","62","2","","26","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:09:18","2023-04-06 16:14:34","0","NA","100","315","1","2023-04-06 16:14:34","R_3rNbr7TIrU1YXJH","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","4.349","38.424","39.256","2","11.924","12.879","13.319","2","100","0","50","100","0","0","2","1","0","85","75","1","","28","3","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 16:11:30","2023-04-06 16:14:40","0","NA","100","189","1","2023-04-06 16:14:40","R_1FJoHMe6aPf95Xq","","","","","NA","NA","anonymous","EN","1","2","2","0","0","26.211","0","0","0","12.921","0","99","7","86","86","79","","","","","","","","","","","","","","","1","1","80","84","58","1","","22","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 16:13:56","2023-04-06 16:14:44","0","NA","100","48","1","2023-04-06 16:14:45","R_2yrST6ji0LyUy0e","","","","","NA","NA","anonymous","EN","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-06 16:02:09","2023-04-06 16:14:50","0","NA","100","760","1","2023-04-06 16:14:50","R_2WNDe8jOet4qpO4","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","43.636","99.858","121.27","7","0","0","36.451","0","100","0","0","100","10","10","2","1","50","90","10","2","","68","3","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:11:24","2023-04-06 16:15:00","0","NA","100","215","1","2023-04-06 16:15:00","R_0vSkdswyOdM3FFD","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","28.428","0","0","0","14.093","0","100","20","0","100","20","20","2","1","50","98","40","2","","24","1","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 16:11:55","2023-04-06 16:15:00","0","NA","100","185","1","2023-04-06 16:15:01","R_Xh855yLxtTNuYLL","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.378","0","0","0","11.118","0","100","51","100","44","29","","","","","","","","","","","","","","","1","1","50","83","16","2","","34","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 16:08:34","2023-04-06 16:15:11","0","NA","100","396","1","2023-04-06 16:15:11","R_2EgBdzl7fTLjL0m","","","","","NA","NA","anonymous","EN","1","2","2","0","0","28.933","0","0","0","15.341","0","91","9","100","25","14","","","","","","","","","","","","","","","1","1","10","30","71","1","","24","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
